geometry,@id,access,addr:city,addr:housenumber,addr:postcode,addr:street,alt_name,building,height,layer,man_made,name,note,old_name,phone,ref:bag,source,source:date,start_date,toilets:wheelchair,website,wheelchair,wikidata,wikimedia_commons,wikipedia,ref,description,heritage,tower:construction,tower:type,addr:country,operator,operator:website,operator:wikidata,telecom,architect,amenity,display,faces,visibility,historic,tourism,office,short_name,source:name,building:part,heritage:operator,ref:rce,building:levels,operator:wikipedia,roof:shape,building:material,min_height,roof:height,roof:material,ref:CGBCode,landuse,material,level,opening_hours,technology,technology_1,technology_2,technology_3,communication:gsm-r,communication:mobile_phone,location,barrier,bicycle,foot,motor_vehicle,communication:television,emergency,manufacturer,siren:model,siren:purpose,siren:type,support,operator:type,contact:facebook,contact:instagram,contact:twitter,mast,nest,name:en,communication:radio,frequency,communication:microwave,lamp_type,playground,communication:emergency_services,sources,highway,lamp_mount,capacity,species,species:en,species:nl,colour
POINT (4.9525169 52.3029195),node/8258474092,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,bell_tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.7776038 52.3683146),node/8303867129,,,,,,,,11,,mast,,,,,,,,,,,,,,,,,,freestanding,communication,,Extra AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,1332 kHz,,,,,,,,,,,,
POINT (4.8481887 52.3962464),node/8443715319,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,freestanding,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,steel,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,
POINT (4.9635991 52.3135732),node/8617156554,,,,,,,,12,,mast,,,,,,,,,,,,,,,,,,freestanding,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.962264 52.3131157),node/8617156555,,,,,,,,12,,mast,,,,,,,,,,,,,,,,,,freestanding,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9629322 52.3133453),node/8617156556,,,,,,,,12,,mast,,,,,,,,,,,,,,,,,,freestanding,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9639656 52.3122036),node/8617156557,,,,,,,,12,,mast,,,,,,,,,,,,,,,,,,freestanding,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9633007 52.311974),node/8617156558,,,,,,,,12,,mast,Veld 2,,,,,,,,,,,,,,,,,freestanding,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9645329 52.3115899),node/8617156559,,,,,,,,12,,mast,,,,,,,,,,,,,,,,,,freestanding,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9646839 52.3123818),node/8617156560,,,,,,,,12,,mast,,,,,,,,,,,,,,,,,,freestanding,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9646348 52.3124343),node/8617156561,,,,,,,,12,,mast,,,,,,,,,,,,,,,,,,freestanding,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9640159 52.3121529),node/8617156562,,,,,,,,12,,mast,,,,,,,,,,,,,,,,,,freestanding,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9633483 52.3119303),node/8617156563,,,,,,,,12,,mast,,,,,,,,,,,,,,,,,,freestanding,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9651994 52.3118166),node/8617156564,,,,,,,,12,,mast,,,,,,,,,,,,,,,,,,freestanding,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9638677 52.3113558),node/8617156565,,,,,,,,12,,mast,,,,,,,,,,,,,,,,,,freestanding,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9641439 52.3130023),node/8617215099,,,,,,,,12,,mast,,,,,,,,,,,,,,,,,,freestanding,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9641235 52.3130243),node/8617215100,,,,,,,,12,,mast,,,,,,,,,,,,,,,,,,freestanding,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9627773 52.3125262),node/8617215101,,,,,,,,12,,mast,,,,,,,,,,,,,,,,,,freestanding,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9627589 52.3125459),node/8617215102,,,,,,,,12,,mast,,,,,,,,,,,,,,,,,,freestanding,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9492309 52.3507419),node/9274864482,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,floodlight,,,,,,,,,,
POINT (4.9497591 52.3504123),node/9274864483,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,floodlight,,,,,,,,,,
POINT (4.9502515 52.3501073),node/9274864484,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,floodlight,,,,,,,,,,
POINT (4.9510594 52.3505349),node/9274864485,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,floodlight,,,,,,,,,,
POINT (4.9505328 52.3508662),node/9274864486,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,floodlight,,,,,,,,,,
POINT (4.9500041 52.3511999),node/9274864487,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,floodlight,,,,,,,,,,
POINT (4.9489942 52.3509726),node/9275173741,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,floodlight,,,,,,,,,,
POINT (4.9500982 52.351615),node/9275173742,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,floodlight,,,,,,,,,,
POINT (4.9497299 52.351401),node/9275173743,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,floodlight,,,,,,,,,,
POINT (4.949362 52.3511867),node/9275173744,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,floodlight,,,,,,,,,,
POINT (4.949363 52.3520892),node/9275535147,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,floodlight,,,,,,,,,,
POINT (4.9489932 52.3518752),node/9275535148,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,floodlight,,,,,,,,,,
POINT (4.9486259 52.3516606),node/9275535149,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,floodlight,,,,,,,,,,
POINT (4.9482547 52.3514442),node/9275535150,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,floodlight,,,,,,,,,,
POINT (4.9532797 52.3436022),node/9340762390,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,
POINT (4.9705007 52.3081914),node/9498481241,,,,,,,,22,,mast,,,,,,,,,,,,,,,,,,lattice,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,survey;https://bezoekerscentrum.rijkswaterstaat.nl/SchipholAmsterdamAlmere/news/zendmast-op-gaasperdammertunnel,,,,,,,
POINT (4.951095 52.3572282),node/9755728369,,,,,,,,,,,Digital Realty AMS17,,,,,,,,,,,,,,,,,,,,,,,data_center,,,,,,,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.923475 52.3619029),node/9759165517,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
POINT (4.8977522 52.3784189),node/9817710378,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8975429 52.3783602),node/9817710381,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.797623 52.3421489),node/9878357654,,,,,,,,,,tower,,,,,,,,,,,,,"File:Amsterdam-Sloten, Sloterkerk (40).jpg",,,,,,bell_tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9501294 52.3538058),node/9907271089,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9612584 52.38224),node/9937981964,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siren,Federal Signal,Modulator 2008,civil_defense,electronic,pole,,,,,,,,,,,,,,,,,,,,,
POINT (4.9961046 52.3907338),node/9937981965,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siren,Federal Signal,Modulator 2008,civil_defense,electronic,pole,,,,,,,,,,,,,,,,,,,,,
POINT (4.950168 52.3539417),node/9999759334,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siren,Federal Signal,Modulator 2008,civil_defense,electronic,pole,,,,,,,,,,,,,,,,,,,,,
POINT (4.9618327 52.3574423),node/10092496825,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,radar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9566367 52.3659996),node/10124590910,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,freestanding,radar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8271396 52.3471991),node/10740239453,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.8457558 52.3702928),node/10784567671,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siren,Federal Signal,Modulator 2008,civil_defense,electronic,pole,,,,,,,,,,,,,,,,,,,,,
POINT (5.019476 52.3071715),node/10826385578,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siren,Federal Signal,Modulator 2008,civil_defense,electronic,pole,,,,,,,,,,,,,,,,,,,,,
POINT (4.959171 52.2980487),node/10826523722,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siren,Federal Signal,Modulator 2008,civil_defense,electronic,pole,,,,,,,,,,,,,,,,,,,,,
POINT (4.7825129 52.3494394),node/10852976678,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siren,Federal Signal,Modulator 2008,civil_defense,electronic,pole,,,,,,,,,,,,,,,,,,,,,
POINT (4.9872326 52.378656),node/10862308327,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siren,Federal Signal,Modulator 2008,civil_defense,electronic,pole,,,,,,,,,,,,,,,,,,,,,
POINT (5.0325461 52.4133359),node/10862308328,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siren,Federal Signal,Modulator 2008,civil_defense,electronic,pole,,,,,,,,,,,,,,,,,,,,,
POINT (4.892877 52.4111929),node/10862528376,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siren,Federal Signal,Modulator 2008,civil_defense,electronic,pole,,,,,,,,,,,,,,,,,,,,,
POINT (4.9086676 52.414922),node/10862528377,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siren,Federal Signal,Modulator 2008,civil_defense,electronic,pole,,,,,,,,,,,,,,,,,,,,,
POINT (4.9100894 52.4037784),node/10862528378,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siren,Federal Signal,Modulator 2008,civil_defense,electronic,pole,,,,,,,,,,,,,,,,,,,,,
POINT (4.907543 52.3954162),node/10862528379,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siren,Federal Signal,Modulator 2008,civil_defense,electronic,pole,,,,,,,,,,,,,,,,,,,,,
POINT (4.9403757 52.3921627),node/10862528382,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siren,Federal Signal,Modulator 2008,civil_defense,electronic,pole,,,,,,,,,,,,,,,,,,,,,
POINT (4.9603243 52.4010694),node/10862528385,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siren,Federal Signal,Modulator 2008,civil_defense,electronic,pole,,,,,,,,,,,,,,,,,,,,,
POINT (4.9402464 52.3077248),node/10862788338,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siren,Federal Signal,Modulator 2008,civil_defense,electronic,pole,,,,,,,,,,,,,,,,,,,,,
POINT (4.9516774 52.364988),node/10862788351,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siren,Federal Signal,Modulator 2008,civil_defense,electronic,pole,,,,,,,,,,,,,,,,,,,,,
POINT (4.925263 52.3735812),node/10862935997,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siren,Federal Signal,Modulator 2008,civil_defense,electronic,pole,,,,,,,,,,,,,,,,,,,,,
POINT (4.7816353 52.3911782),node/10863489734,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siren,Federal Signal,Modulator 2008,civil_defense,electronic,pole,,,,,,,,,,,,,,,,,,,,,
POINT (4.8560355 52.3917715),node/10863489737,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siren,Federal Signal,Modulator 2008,civil_defense,electronic,pole,,,,,,,,,,,,,,,,,,,,,
POINT (4.7939696 52.3793741),node/10863489740,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siren,Federal Signal,Modulator 2008,civil_defense,electronic,pole,,,,,,,,,,,,,,,,,,,,,
POINT (4.8512482 52.3472224),node/10865279634,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siren,Federal Signal,Modulator 2008,civil_defense,electronic,pole,,,,,,,,,,,,,,,,,,,,,
POINT (4.8553188 52.3349039),node/10865279638,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siren,Federal Signal,Modulator 2008,civil_defense,electronic,pole,,,,,,,,,,,,,,,,,,,,,
POINT (4.8392343 52.3430511),node/10865462484,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siren,Federal Signal,Modulator 2008,civil_defense,electronic,pole,,,,,,,,,,,,,,,,,,,,,
POINT (4.8179023 52.3554783),node/10865462486,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siren,Federal Signal,Modulator 2008,civil_defense,electronic,pole,,,,,,,,,,,,,,,,,,,,,
POINT (4.8062431 52.3398019),node/10865462487,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siren,Federal Signal,Modulator 2008,civil_defense,electronic,pole,,,,,,,,,,,,,,,,,,,,,
POINT (4.8024298 52.4110851),node/10976098956,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,freestanding,siren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,siren,Federal Signal,Modulator 2008,civil_defense,electronic,pole,,,,,,,,,,,,,,,,,,,,,
POINT (4.9425946 52.2997754),node/11197263596,,Amsterdam,4,1101EC,Luttenbergweg,,,,,,Equinix AM1,,,,,,,,,,,,,,AM1,,,,,NL,Equinix,,Q851641,data_center,,,,,,,,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9326246 52.3392573),node/11293469413,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,floodlight,,,,street_lamp,straight_mast,,,,,
POINT (4.9329568 52.3390471),node/11293469414,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,floodlight,,,,street_lamp,straight_mast,,,,,
POINT (4.9335113 52.3391329),node/11293469415,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,floodlight,,,,street_lamp,straight_mast,,,,,
POINT (4.9333692 52.3392974),node/11293469416,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,floodlight,,,,street_lamp,straight_mast,,,,,
POINT (4.9330417 52.3395018),node/11293469417,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,floodlight,,,,street_lamp,straight_mast,,,,,
POINT (4.9327116 52.3397077),node/11293469418,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,floodlight,,,,street_lamp,straight_mast,,,,,
POINT (4.9328102 52.3388732),node/11293469419,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,floodlight,,,,street_lamp,straight_mast,,,,,
POINT (4.9332384 52.3389631),node/11293469420,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,floodlight,,,,street_lamp,straight_mast,,,,,
POINT (4.9324504 52.3390932),node/11293469421,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,floodlight,,,,street_lamp,straight_mast,,,,,
POINT (4.9320897 52.3393357),node/11293469422,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,floodlight,,,,street_lamp,straight_mast,,,,,
POINT (4.9322935 52.3394582),node/11293469423,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,floodlight,,,,street_lamp,straight_mast,,,,,
POINT (4.931865 52.3395103),node/11293469424,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,floodlight,,,,street_lamp,straight_mast,,,,,
POINT (4.9322318 52.3397303),node/11293469425,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,floodlight,,,,street_lamp,straight_mast,,,,,
POINT (4.9653831 52.3097888),node/11445705846,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.964755 52.3104753),node/11445705847,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9651161 52.3110232),node/11445705848,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9660372 52.3109138),node/11445705849,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9663449 52.3105712),node/11445705850,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9666586 52.3102275),node/11445705851,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9663351 52.3096881),node/11445705852,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.9650718 52.3101321),node/11445705853,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.7989868 52.3726217),node/11522902955,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.798913 52.372319),node/11522902956,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.7990607 52.3729244),node/11522902957,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (4.800048 52.3725176),node/11522902958,,,,,,,,,,mast,,,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
