geometry,Adres,Plaats,Gebruiksdoel,Objectsoort,FUNCTIE,FUNCTIE_ID,Oppervlakte,HEX,Buurtcode,Verblijfsobject
POINT (52.395631 4.764259),Heining 159C,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,69,4,FA01,0363010001026858
POINT (52.3949841 4.7643571),Heining 149B,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,75,4,FA01,0363010001026829
POINT (52.3956309 4.7643479),Heining 159B,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,69,4,FA01,0363010001026857
POINT (52.412078 4.764176),Cacaoweg 7,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,21628,25,BA02,0363010001002908
POINT (52.3949941 4.764445),Heining 149A,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,65,4,FA01,0363010001026828
POINT (52.395632 4.764436),Heining 159A,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,72,4,FA01,0363010001026856
POINT (52.3548491 4.765185),Maroastraat 80,Amsterdam,industriefunctie|kantoorfunctie,Kantine|Kantoor|Opslag/magazijn|Werkplaats,Bedrijven,B,1931,10,FF03,0363010012061200
POINT (52.411009 4.764426),Cacaoweg 3,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,5800,18,BA02,0363010000993905
POINT (52.3567189 4.7652151),Maroastraat 83,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,2686,11,FF03,0363010003684589
POINT (52.411495 4.7644779),Cacaoweg 5,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,2772,11,BA02,0363010001002907
POINT (52.4132559 4.764468),Cacaoweg 12,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,16850,24,BA02,0363010000776592
POINT (52.356782 4.7652881),Maroastraat 93,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,2687,11,FF03,0363010003684590
POINT (52.396604 4.764819),Heining 127,Amsterdam,industriefunctie,Kantine|Opslag/magazijn,Bedrijven,B,1390,9,FA01,0363010000903483
POINT (52.356864 4.76539),Maroastraat 103,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,2708,11,FF03,0363010003684591
POINT (52.35884 4.7653751),Lutkemeerweg 298B,Amsterdam,bijeenkomstfunctie|industriefunctie|kantoorfunctie,Opslag/magazijn,Bedrijven,B,491,7,FF03,0363010012122345
POINT (52.397054 4.764857),Heining 119,Amsterdam,overige gebruiksfunctie,Werkplaats,Bedrijven,B,337,6,FA01,0363010001042192
POINT (52.396722 4.7648761),Heining 125,Amsterdam,overige gebruiksfunctie,Werkplaats,Bedrijven,B,413,7,FA01,0363010001172679
POINT (52.39511 4.7649439),Heining 147,Amsterdam,industriefunctie|kantoorfunctie,Kantoor|Opslag/magazijn|Werkplaats,Bedrijven,B,781,8,FA01,0363010012120987
POINT (52.395589 4.764958),Heining 135C,Amsterdam,industriefunctie,,Bedrijven,B,452,7,FA01,0363010012158741
POINT (52.3955939 4.76496),Heining 135B,Amsterdam,industriefunctie,,Bedrijven,B,214,6,FA01,0363010012158740
POINT (52.395628 4.764961),Heining 135A,Amsterdam,industriefunctie,,Bedrijven,B,297,6,FA01,0363010012158739
POINT (52.356972 4.7655061),Maroastraat 113,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,2524,11,FF03,0363010003684592
POINT (52.397064 4.765047),Heining 117,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,247,6,FA01,0363010000938008
POINT (52.355338 4.7657351),Maroastraat 16,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,1140,9,FF03,0363010002005109
POINT (52.396058 4.7652229),Heining 131,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn|Verharding (grond)|Werkplaats,Bedrijven,B,478,7,FA01,0363010003695991
POINT (52.412522 4.765022),Cacaoweg 6,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,13728,23,BA02,0363010000776591
POINT (52.397056 4.7652529),Heining 115,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,220,6,FA01,0363010001166072
POINT (52.355547 4.765961),Maroastraat 14,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,1325,9,FF03,0363010002005108
POINT (52.395364 4.765407),Heining 145,Amsterdam,industriefunctie|kantoorfunctie,Opslag/magazijn|Werkplaats,Bedrijven,B,2367,10,FA01,0363010012120964
POINT (52.395781 4.7654179),Heining 133,Amsterdam,industriefunctie,Kantine|Kantoor|Opslag/magazijn|Werkruimte,Bedrijven,B,624,7,FA01,0363010011048063
POINT (52.397048 4.765415),Heining 113,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,143,5,FA01,0363010000903479
POINT (52.397842 4.765412),Heining 50,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,139,5,FA01,0363010012111291
POINT (52.358636 4.7660221),Lutkemeerweg 298A,Amsterdam,bijeenkomstfunctie|industriefunctie|kantoorfunctie,Kantoor|Opslag/magazijn,Kantoren,K,859,8,FF03,0363010012122344
POINT (52.397067 4.765606),Heining 111,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,826,8,FA01,0363010000938007
POINT (52.35514 4.766205),Maroastraat 18,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,1125,9,FF03,0363010002005110
POINT (52.395063 4.765649),Heining 87,Amsterdam,overige gebruiksfunctie,Kantoor|Opslag/magazijn|Showroom|Werkruimte,Bedrijven,B,400,7,FA01,0363010001173935
POINT (52.395773 4.7656681),Heining 95,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn|Werkplaats,Bedrijven,B,254,6,FA01,0363010001166073
POINT (52.396559 4.7657169),Heining 103,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn|Werkplaats,Bedrijven,B,793,8,FA01,0363010012085261
POINT (52.3959121 4.765772),Heining 97A,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,180,5,FA01,0363010012162526
POINT (52.395984 4.7657781),Heining 97B,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,180,5,FA01,0363010012162527
POINT (52.396699 4.765776),Heining 105,Amsterdam,bijeenkomstfunctie|industriefunctie|kantoorfunctie,Werkplaats,Bedrijven,B,751,8,FA01,0363010012092712
POINT (52.354256 4.7663909),Maroastraat 50,Amsterdam,kantoorfunctie,Kantoor|Opslag/magazijn|Technische installatieruimte|Werkplaats,Kantoren,K,1289,9,FF03,0363010012128433
POINT (52.396223 4.7658401),Heining 99B,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,409,7,FA01,0363010012075432
POINT (52.396082 4.765843),Heining 99A,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,360,7,FA01,0363010012075431
POINT (52.395612 4.765853),Heining 93,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,368,7,FA01,0363010012086210
POINT (52.396803 4.765874),Heining 107,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,988,8,FA01,0363010012090633
POINT (52.355026 4.7664641),Maroastraat 20,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,1125,9,FF03,0363010002005111
POINT (52.3530051 4.766697),Maroastraat 43,Amsterdam,industriefunctie|kantoorfunctie,Kantoor|Opslag/magazijn|Technische installatieruimte,Bedrijven,B,24137,26,FF03,0363010012165876
POINT (52.354914 4.76672),Maroastraat 22,Amsterdam,industriefunctie,Kantoor,Bedrijven,B,1125,9,FF03,0363010002005113
POINT (52.396266 4.766316),Heining 27,Amsterdam,industriefunctie,Kantine|Opslag/magazijn|Werkplaats,Bedrijven,B,516,7,FA01,0363010012098084
POINT (52.357547 4.766874),Etnastraat 30,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn|Technische installatieruimte,Bedrijven,B,10850,21,FF03,0363010012172483
POINT (52.397035 4.766326),Heining 53,Amsterdam,overige gebruiksfunctie,Werkruimte,Bedrijven,B,364,7,FA01,0363010011942549
POINT (52.395795 4.766373),Heining 65,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,243,6,FA01,0363010000938000
POINT (52.396533 4.766371),Heining 31,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,678,8,FA01,0363010012099670
POINT (52.395121 4.7663971),Heining 73,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,144,5,FA01,0363010000938004
POINT (52.35633 4.766975),Maroastraat 12,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,1238,9,FF03,0363010002005107
POINT (52.360134 4.766972),Lutkemeerweg 262B,Amsterdam,bijeenkomstfunctie|overige gebruiksfunctie|winkelfunctie,Schuur,Bedrijven,B,149,5,FF03,0363010012116743
POINT (52.4106599 4.766268),Oceanenweg 13,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,1139,9,BA02,0363010000905659
POINT (52.396271 4.76656),Heining 25,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,292,6,FA01,0363010012099841
POINT (52.354671 4.767252),Maroastraat 24,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,1140,9,FF03,0363010002005114
POINT (52.356216 4.767259),Maroastraat 10,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,1250,9,FF03,0363010002005106
POINT (52.396522 4.766697),Heining 31A,Amsterdam,industriefunctie,Opslag/magazijn|Werkplaats,Bedrijven,B,456,7,FA01,0363010012066729
POINT (52.395015 4.7667371),Heining 75,Amsterdam,overige gebruiksfunctie,Dagverblijf|Kantoor|Werkruimte,Bedrijven,B,652,8,FA01,0363010002005565
POINT (52.396237 4.7668841),Heining 23,Amsterdam,industriefunctie,Entree/garderobe|Kantine|Opslag/magazijn|Werkplaats,Bedrijven,B,245,6,FA01,0363010012173517
POINT (52.354868 4.767503),Maroastraat 26,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,1325,9,FF03,0363010002005115
POINT (52.35611 4.767519),Maroastraat 8,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,1355,9,FF03,0363010002005105
POINT (52.396239 4.7670811),Heining 21,Amsterdam,industriefunctie,Entree/garderobe|Kantine|Opslag/magazijn|Werkplaats,Bedrijven,B,245,6,FA01,0363010012173516
POINT (52.397111 4.767119),Heining 51,Amsterdam,overige gebruiksfunctie,Opslag/magazijn|Technische installatieruimte|Werkruimte,Bedrijven,B,600,7,FA01,0363010011942548
POINT (52.3964909 4.7672451),Heining 33,Amsterdam,industriefunctie,Kantoor|Werkruimte,Bedrijven,B,300,6,FA01,0363010001169571
POINT (52.3962 4.767308),Heining 19,Amsterdam,overige gebruiksfunctie,Werkplaats,Bedrijven,B,618,7,FA01,0363010001172673
POINT (52.35595 4.767897),Maroastraat 6,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,1355,9,FF03,0363010002005104
POINT (52.3624519 4.767931),Bromostraat 18,Amsterdam,industriefunctie|kantoorfunctie,Entree/garderobe|Fietsenstalling|Kantine|Kantoor|Opslag/magazijn|Werkruimte,Bedrijven,B,5840,18,FF03,0363010012574820
POINT (52.396604 4.7674639),Heining 35,Amsterdam,industriefunctie,,Bedrijven,B,300,6,FA01,0363010012567123
POINT (52.397068 4.767516),Heining 49,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,948,8,FA01,0363010000937998
POINT (52.396088 4.767559),Heining 17,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,161,5,FA01,0363010000937991
POINT (52.355851 4.768137),Maroastraat 4,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,1250,9,FF03,0363010002005102
POINT (52.397051 4.76781),Heining 47,Amsterdam,overige gebruiksfunctie,Kantoor|Opslag/magazijn|Werkplaats,Bedrijven,B,416,7,FA01,0363010001983724
POINT (52.396467 4.7678329),Heining 37,Amsterdam,kantoorfunctie|overige gebruiksfunctie,Archiefruimte|Kantine|Kantoor|Opslag/magazijn|Werkruimte,Kantoren,K,594,7,FA01,0363010001169228
POINT (52.3955929 4.767854),Heining 3,Amsterdam,industriefunctie,,Bedrijven,B,1496,9,FA01,0363010012144387
POINT (52.3949761 4.767883),Heining 81,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,450,7,FA01,0363010001025882
POINT (52.361646 4.768349),Lutkemeerweg 220A,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,457,7,FF03,0363010003684142
POINT (52.3556959 4.768453),Maroastraat 2,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,1238,9,FF03,0363010002005101
POINT (52.354924 4.768489),Maroastraat 33,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,131,5,FF03,0363010012062178
POINT (52.397052 4.767957),Heining 45,Amsterdam,overige gebruiksfunctie,Kantoor|Opslag/magazijn|Werkplaats,Bedrijven,B,324,6,FA01,0363010001983723
POINT (52.413867 4.767722),Cacaoweg 14,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,14976,23,BA02,0363010000776593
POINT (52.396203 4.7679739),Heining 15,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,769,8,FA01,0363010012167259
POINT (52.354887 4.7685771),Maroastraat 35,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,120,5,FF03,0363010012062179
POINT (52.355055 4.768629),Maroastraat 31,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,131,5,FF03,0363010012062177
POINT (52.354854 4.768644),Maroastraat 37,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,60,4,FF03,0363010012062180
POINT (52.3949771 4.768121),Heining 83,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,760,8,FA01,0363010012146320
POINT (52.355011 4.768721),Maroastraat 29,Amsterdam,industriefunctie,Entresol|Kantoor|Werkruimte,Bedrijven,B,66,4,FF03,0363010012062176
POINT (52.3548319 4.76873),Maroastraat 39,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,60,4,FF03,0363010012064117
POINT (52.396478 4.76817),Heining 39,Amsterdam,industriefunctie|kantoorfunctie,Werkruimte,Bedrijven,B,871,8,FA01,0363010012071229
POINT (52.354976 4.768793),Maroastraat 27,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,60,4,FF03,0363010012062175
POINT (52.3551841 4.768801),Maroastraat 17,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,120,5,FF03,0363010012062170
POINT (52.354938 4.7688829),Maroastraat 25,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,60,4,FF03,0363010012062174
POINT (52.355153 4.768886),Maroastraat 19,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,19,3,FF03,0363010012062171
POINT (52.355306 4.7689391),Maroastraat 15,Amsterdam,industriefunctie,Kantoor,Bedrijven,B,120,5,FF03,0363010012062169
POINT (52.3551131 4.768972),Maroastraat 21,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,66,4,FF03,0363010012062172
POINT (52.396183 4.7684391),Heining 13,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,500,7,FA01,0363010000937989
POINT (52.355267 4.7690111),Maroastraat 13,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,60,4,FF03,0363010012062168
POINT (52.3971711 4.7684401),Heining 43,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,286,6,FA01,0363010001165920
POINT (52.355082 4.769051),Maroastraat 23,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,131,5,FF03,0363010012062173
POINT (52.355231 4.769092),Maroastraat 11,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,120,5,FF03,0363010012062167
POINT (52.3950539 4.768555),Heining 85,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn|Sanitaire ruimte|Werkplaats,Bedrijven,B,740,8,FA01,0363010012111288
POINT (52.3565221 4.769101),Fogostraat 13,Amsterdam,industriefunctie|kantoorfunctie,Fietsenstalling|Kantoor|Opslag/magazijn,Kantoren,K,9190,20,FF03,0363010012108168
POINT (52.355455 4.769151),Maroastraat 3,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn|Werkruimte,Bedrijven,B,362,7,FF03,0363010012061868
POINT (52.355193 4.7691691),Maroastraat 9,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,120,5,FF03,0363010012062166
POINT (52.395261 4.7687231),Heining 91,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,646,8,FA01,0363010012155097
POINT (52.3959599 4.768751),Heining 9,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,552,7,FA01,0363010000937988
POINT (52.355375 4.7693401),Maroastraat 5,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn|Werkruimte,Bedrijven,B,240,6,FF03,0363010012061867
POINT (52.355296 4.7695119),Maroastraat 7,Amsterdam,industriefunctie,Kantoor,Bedrijven,B,472,7,FF03,0363010012061866
POINT (52.354558 4.769532),Ookmeerweg 501,Amsterdam,overige gebruiksfunctie,Opstal,Detailhandel,D,283,6,FF03,0363010000999804
POINT (52.361882 4.769445),Lutkemeerweg 208,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,112,5,FF03,0363010000998928
POINT (52.3952611 4.769201),Heining 4,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,400,7,FA01,0363010000938010
POINT (52.3959899 4.769426),Heining 12,Amsterdam,overige gebruiksfunctie,Opslag/magazijn|Werkplaats,Bedrijven,B,690,8,FA01,0363010001172672
POINT (52.410906 4.769238),Oceanenweg 19A,Amsterdam,kantoorfunctie,,Kantoren,K,711,8,BA02,0363010012127276
POINT (52.395793 4.7694879),Heining 10,Amsterdam,overige gebruiksfunctie,Opslag/magazijn|Werkplaats,Bedrijven,B,1139,9,FA01,0363010001166071
POINT (52.395577 4.769535),Heining 8,Amsterdam,overige gebruiksfunctie,Werkplaats,Bedrijven,B,360,7,FA01,0363010001166070
POINT (52.3961811 4.769717),Heining 14,Amsterdam,overige gebruiksfunctie,Werkruimte,Bedrijven,B,166,5,FA01,0363010011942546
POINT (52.411001 4.7696729),Oceanenweg 19,Amsterdam,industriefunctie,Kantoor,Bedrijven,B,580,7,BA02,0363010000905660
POINT (52.382232 4.770442),Tom Schreursweg 60,Amsterdam,sportfunctie,Kantine,Ontspanning en vermaak,C,180,5,FB01,0363010012073187
POINT (52.4090411 4.770132),Oceanenweg 22,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,519,7,BA02,0363010011915088
POINT (52.395934 4.77072),Heining 16,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,1260,9,FA01,0363010001002980
POINT (52.356259 4.7713511),Fogostraat 12,Amsterdam,industriefunctie|kantoorfunctie,Kantine|Kantoor|Opslag/magazijn|Technische installatieruimte|Werkruimte,Bedrijven,B,6992,19,FF03,0363010003684139
POINT (52.355468 4.7721451),Fogostraat 10,Amsterdam,bijeenkomstfunctie|logiesfunctie,Hotelkamer|Restaurant,Logies,L,3502,12,FF03,0363010012080555
POINT (52.399966 4.771692),Heining 100,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn|Overige ruimten|Sanitaire ruimte|Technische installatieruimte,Bedrijven,B,959,8,BA02,0363010000903472
POINT (52.397321 4.7718519),Heining 42,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,68,4,BA02,0363010012128947
POINT (52.4003119 4.771954),Heining 100A,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,320,6,BA02,0363010012105390
POINT (52.3764309 4.7724),Baron Schimmelpenninck van der Oyeweg 10,Amsterdam,overige gebruiksfunctie,Opstal,Ontspanning en vermaak,C,234,6,FB01,0363010000881836
POINT (52.355716 4.77288),Fogostraat 8,Amsterdam,bijeenkomstfunctie,Keuken|Restaurant,Horeca,H,467,7,FF03,0363010012076867
POINT (52.371953 4.772878),Osdorperweg 721,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,105,5,FF01,0363010012101975
POINT (52.371721 4.7730159),Osdorperweg 719,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,150,5,FF01,0363010012102067
POINT (52.398989 4.773035),Heining 110,Amsterdam,industriefunctie|kantoorfunctie,Kantine|Kantoor|Productieruimte,Bedrijven,B,170,5,BA02,0363010012138243
POINT (52.356234 4.773839),Fogostraat 1,Amsterdam,bijeenkomstfunctie,Opslag/magazijn,Bedrijven,B,712,8,FF03,0363010000948741
POINT (52.3817409 4.773575),Tom Schreursweg 50,Amsterdam,winkelfunctie,Kas/warenhuis,Detailhandel,D,858,8,FB01,0363010012088974
POINT (52.354114 4.774088),Baldwinstraat 39,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,183,6,FG02,0363010001031322
POINT (52.372349 4.7738919),Osdorperweg 723,Amsterdam,industriefunctie,Werkplaats,Bedrijven,B,72,4,FF01,0363010012101974
POINT (52.35371 4.774152),Akersingel 207,Amsterdam,bijeenkomstfunctie,Gemeenschappelijke ruimte,Maatschappelijke bijeenkomst,Y,60,4,FG02,0363010000953384
POINT (52.357207 4.774679),Fogostraat 3,Amsterdam,bijeenkomstfunctie|industriefunctie|kantoorfunctie,Opstal,Bedrijven,B,1328,9,FF03,0363010012139151
POINT (52.359631 4.774744),Ookmeerweg 275,Amsterdam,bijeenkomstfunctie,Mortuarium (crematieruimte)|Opstal,Maatschappelijke bijeenkomst,Y,7506,19,FF03,0363010000762408
POINT (52.389778 4.7743309),Doblijn 26,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,1766,10,FA03,0363010001043391
POINT (52.425115 4.773917),Siciliëweg 61,Amsterdam,kantoorfunctie,Kantine|Kantoor,Kantoren,K,349,6,BA02,0363010001026787
POINT (52.371698 4.7748299),Osdorperweg 705,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,110,5,FF01,0363010001000069
POINT (52.353311 4.775156),Akersingel 156,Amsterdam,kantoorfunctie,Kantoor,Kantoren,K,100,5,FG02,0363010000953013
POINT (52.389735 4.774743),Banterij 20,Amsterdam,industriefunctie,Kantoor|Werkruimte,Bedrijven,B,197,6,FA03,0363010001025045
POINT (52.3900411 4.774753),Limmerick 19,Amsterdam,industriefunctie,Kantoor|Werkruimte,Bedrijven,B,197,6,FA03,0363010001025056
POINT (52.3904101 4.7747481),Doblijn 21,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,187,6,FA03,0363010001027943
POINT (52.371834 4.7750189),Osdorperweg 703,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,350,6,FF01,0363010000995965
POINT (52.3904641 4.774762),Doblijn 19,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,59,4,FA03,0363010001027942
POINT (52.390517 4.774761),Doblijn 17,Amsterdam,industriefunctie|kantoorfunctie,Kantoor|Opslag/magazijn|Werkruimte,Bedrijven,B,144,5,FA03,0363010001027941
POINT (52.390571 4.774761),Doblijn 15,Amsterdam,industriefunctie|kantoorfunctie,Kantoor|Werkruimte,Bedrijven,B,215,6,FA03,0363010001027940
POINT (52.390625 4.7747601),Doblijn 13,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,119,5,FA03,0363010001027939
POINT (52.390688 4.7747591),Doblijn 11,Amsterdam,industriefunctie,Opslag/magazijn,Bedrijven,B,119,5,FA03,0363010001027938
POINT (52.390742 4.774758),Doblijn 9,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,119,5,FA03,0363010001027937
POINT (52.3908501 4.774757),Doblijn 5,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,119,5,FA03,0363010001027935
POINT (52.390895 4.7747561),Doblijn 3,Amsterdam,industriefunctie,Werkruimte,Bedrijven,B,70,4,FA03,0363010001027934
POINT (52.390796 4.7747719),Doblijn 7,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn,Bedrijven,B,140,5,FA03,0363010001027936
POINT (52.390958 4.77477),Doblijn 1,Amsterdam,industriefunctie,Kantoor|Opslag/magazijn|Werkruimte,Bedrijven,B,59,4,FA03,0363010001027933
